Event,Value,Key,KeyValue
ExitCode,2147762217,ExitCode_2147762217,Expected brace or bad type
ExitCode,2147762218,ExitCode_2147762218,CIM V2.2 feature not currently supported for qualifier value
ExitCode,2147762219,ExitCode_2147762219,CIM V2.2 feature not currently supported; data type
ExitCode,2147762220,ExitCode_2147762220,Invalid delete instance syntax should be #pragma deleteinstance('instance path' FAIL|NOFAIL)
ExitCode,2147762221,ExitCode_2147762221,Invalid qualifier syntax. Should be of the for Qualifier name:type=valuescope(class|instance) flavor(toinstance|etc);
ExitCode,2147762222,ExitCode_2147762222,Qualifier is used outside of its scope
ExitCode,2147762223,ExitCode_2147762223,Error creating temporary file
ExitCode,2147762224,ExitCode_2147762224,Invalid include file
ExitCode,2147762225,ExitCode_2147762225,Invalid DeleteClass syntax
ExitCode,2147799040,ExitCode_2147799040,Another single phase resource manager has already been enlisted in this transaction.
ExitCode,2147799041,ExitCode_2147799041,A retaining commit or abort is not supported
ExitCode,2147799042,ExitCode_2147799042,The transaction failed to commit for an unknown reason. The transaction was aborted.
ExitCode,2147799043,ExitCode_2147799043,Cannot call commit on this transaction object because the calling application did not initiate the transaction.
ExitCode,2147799044,ExitCode_2147799044,Instead of committing the resource heuristically aborted.
ExitCode,2147799045,ExitCode_2147799045,Instead of aborting the resource heuristically committed.
ExitCode,2147799046,ExitCode_2147799046,Some of the states of the resource were committed while others were aborted likely because of heuristic decisions.
ExitCode,2147799047,ExitCode_2147799047,Some of the states of the resource may have been committed while others may have been aborted likely because of heuristic decisions.
ExitCode,2147799048,ExitCode_2147799048,The requested isolation level is not valid or supported.
ExitCode,2147799049,ExitCode_2147799049,The transaction manager doesn't support an asynchronous operation for this method.
ExitCode,2147799050,ExitCode_2147799050,Unable to enlist in the transaction.
ExitCode,2147799051,ExitCode_2147799051,The requested semantics of retention of isolation across retaining commit and abort boundaries cannot be supported by this transaction implementation or isoFlags was not equal to zero.
ExitCode,2147799052,ExitCode_2147799052,There is no resource presently associated with this enlistment
ExitCode,2147799053,ExitCode_2147799053,The transaction failed to commit due to the failure of optimistic concurrency control in at least one of the resource managers.
ExitCode,2147799054,ExitCode_2147799054,The transaction has already been implicitly or explicitly committed or aborted
ExitCode,2147799055,ExitCode_2147799055,An invalid combination of flags was specified
ExitCode,2147799056,ExitCode_2147799056,The resource manager id is not associated with this transaction or the transaction manager.
ExitCode,2147799057,ExitCode_2147799057,This method was called in the wrong state
ExitCode,2147799058,ExitCode_2147799058,The indicated unit of work does not match the unit of work expected by the resource manager.
ExitCode,2147799059,ExitCode_2147799059,An enlistment in a transaction already exists.
ExitCode,2147799060,ExitCode_2147799060,An import object for the transaction could not be found.
ExitCode,2147799061,ExitCode_2147799061,The transaction cookie is invalid.
ExitCode,2147799062,ExitCode_2147799062,The transaction status is in doubt. A communication failure occurred or a transaction manager or resource manager has failed
ExitCode,2147799063,ExitCode_2147799063,A time-out was specified but time-outs are not supported.
ExitCode,2147799064,ExitCode_2147799064,The requested operation is already in progress for the transaction.
ExitCode,2147799065,ExitCode_2147799065,The transaction has already been aborted.
ExitCode,2147799066,ExitCode_2147799066,The Transaction Manager returned a log full error.
ExitCode,2147799067,ExitCode_2147799067,The Transaction Manager is not available.
ExitCode,2147799068,ExitCode_2147799068,A connection with the transaction manager was lost.
ExitCode,2147799069,ExitCode_2147799069,A request to establish a connection with the transaction manager was denied.
ExitCode,2147799070,ExitCode_2147799070,Resource manager reenlistment to determine transaction status timed out.
ExitCode,2147799071,ExitCode_2147799071,This transaction manager failed to establish a connection with another TIP transaction manager.
ExitCode,2147799072,ExitCode_2147799072,This transaction manager encountered a protocol error with another TIP transaction manager.
ExitCode,2147799073,ExitCode_2147799073,This transaction manager could not propagate a transaction from another TIP transaction manager.
ExitCode,2147799074,ExitCode_2147799074,The Transaction Manager on the destination machine is not available.
ExitCode,2147799075,ExitCode_2147799075,The Transaction Manager has disabled its support for TIP.
ExitCode,2147799076,ExitCode_2147799076,The transaction manager has disabled its support for remote/network transactions.
ExitCode,2147799077,ExitCode_2147799077,The partner transaction manager has disabled its support for remote/network transactions.
ExitCode,2147799078,ExitCode_2147799078,The transaction manager has disabled its support for XA transactions.
ExitCode,2147799079,ExitCode_2147799079,MSDTC was unable to read its configuration information.
ExitCode,2147799080,ExitCode_2147799080,MSDTC was unable to load the dtc proxy dll.
ExitCode,2147799081,ExitCode_2147799081,The local transaction has aborted.
ExitCode,2147799082,ExitCode_2147799082,The MSDTC transaction manager was unable to push the transaction to the destination transaction manager due to communication problems. Possible causes are: a firewall is present and it doesn't have an exception for the MSDTC process the two machines cannot find each other by their NetBIOS names or the support for network transactions is not enabled for one of the two transaction managers.
ExitCode,2147799083,ExitCode_2147799083,The MSDTC transaction manager was unable to pull the transaction from the source transaction manager due to communication problems. Possible causes are: a firewall is present and it doesn't have an exception for the MSDTC process the two machines cannot find each other by their NetBIOS names or the support for network transactions is not enabled for one of the two transaction managers.
ExitCode,2147799084,ExitCode_2147799084,The MSDTC transaction manager has disabled its support for SNA LU 6.2 transactions.
ExitCode,2147799168,ExitCode_2147799168,XACT_E_CLERKNOTFOUND
ExitCode,2147799169,ExitCode_2147799169,XACT_E_CLERKEXISTS
ExitCode,2147799170,ExitCode_2147799170,XACT_E_RECOVERYINPROGRESS
ExitCode,2147799171,ExitCode_2147799171,XACT_E_TRANSACTIONCLOSED
ExitCode,2147799172,ExitCode_2147799172,XACT_E_INVALIDLSN
ExitCode,2147799173,ExitCode_2147799173,XACT_E_REPLAYREQUEST
ExitCode,2147799296,ExitCode_2147799296,The request to connect to the specified transaction coordinator was denied.
ExitCode,2147799297,ExitCode_2147799297,The maximum number of enlistments for the specified transaction has been reached.
ExitCode,2147799298,ExitCode_2147799298,A resource manager with the same identifier is already registered with the specified transaction coordinator.
ExitCode,2147799299,ExitCode_2147799299,The prepare request given was not eligible for single phase optimizations.
ExitCode,2147799300,ExitCode_2147799300,RecoveryComplete has already been called for the given resource manager.
ExitCode,2147799301,ExitCode_2147799301,The interface call made was incorrect for the current state of the protocol.
ExitCode,2147799302,ExitCode_2147799302,xa_open call failed for the XA resource.
ExitCode,2147799303,ExitCode_2147799303,xa_recover call failed for the XA resource.
ExitCode,2147799304,ExitCode_2147799304,The Logical Unit of Work specified cannot be found.
ExitCode,2147799305,ExitCode_2147799305,The specified Logical Unit of Work already exists.
ExitCode,2147799306,ExitCode_2147799306,Subordinate creation failed. The specified Logical Unit of Work was not connected.
ExitCode,2147799307,ExitCode_2147799307,A transaction with the given identifier already exists.
ExitCode,2147799308,ExitCode_2147799308,The resource is in use.
ExitCode,2147799309,ExitCode_2147799309,The LU Recovery process is down.
ExitCode,2147799310,ExitCode_2147799310,The remote session was lost.
ExitCode,2147799311,ExitCode_2147799311,The resource is currently recovering.
ExitCode,2147799312,ExitCode_2147799312,There was a mismatch in driving recovery.
ExitCode,2147799313,ExitCode_2147799313,An error occurred with the XA resource.
ExitCode,2147803138,ExitCode_2147803138,The root transaction wanted to commit but transaction aborted
ExitCode,2147803139,ExitCode_2147803139,You made a method call on a COM+ component that has a transaction that has already aborted or in the process of aborting.
ExitCode,2147803140,ExitCode_2147803140,There is no MTS object context
ExitCode,2147803141,ExitCode_2147803141,The component is configured to use synchronization and this method call would cause a deadlock to occur.
ExitCode,2147803142,ExitCode_2147803142,The component is configured to use synchronization and a thread has timed out waiting to enter the context.
ExitCode,2147803143,ExitCode_2147803143,You made a method call on a COM+ component that has a transaction that has already committed or aborted.
ExitCode,2147803148,ExitCode_2147803148,The specified role was not configured for the application
ExitCode,2147803151,ExitCode_2147803151,COM+ was unable to talk to the Microsoft Distributed Transaction Coordinator
ExitCode,2147803169,ExitCode_2147803169,An unexpected error occurred during COM+ Activation.
ExitCode,2147803170,ExitCode_2147803170,COM+ Activation failed. Check the event log for more information
ExitCode,2147803171,ExitCode_2147803171,COM+ Activation failed due to a catalog or configuration error.
ExitCode,2147803172,ExitCode_2147803172,COM+ activation failed because the activation could not be completed in the specified amount of time.
ExitCode,2147803173,ExitCode_2147803173,COM+ Activation failed because an initialization function failed. Check the event log for more information.
ExitCode,2147803174,ExitCode_2147803174,The requested operation requires that JIT be in the current context and it is not
ExitCode,2147803175,ExitCode_2147803175,The requested operation requires that the current context have a Transaction and it does not
ExitCode,2147803176,ExitCode_2147803176,The components threading model has changed after install into a COM+ Application. Please re-install component.
ExitCode,2147803177,ExitCode_2147803177,IIS intrinsics not available. Start your work with IIS.
ExitCode,2147803178,ExitCode_2147803178,An attempt to write a cookie failed.
ExitCode,2147803179,ExitCode_2147803179,An attempt to use a database generated a database specific error.
ExitCode,2147803180,ExitCode_2147803180,The COM+ component you created must use object pooling to work.
ExitCode,2147803181,ExitCode_2147803181,The COM+ component you created must use object construction to work correctly.
ExitCode,2147803182,ExitCode_2147803182,The COM+ component requires synchronization and it is not configured for it.
ExitCode,2147803183,ExitCode_2147803183,The TxIsolation Level property for the COM+ component being created is stronger than the TxIsolationLevel for the 'root' component for the transaction. The creation failed.
ExitCode,2147803184,ExitCode_2147803184,The component attempted to make a cross-context call between invocations of EnterTransactionScopeand ExitTransactionScope. This is not allowed. Cross-context calls cannot be made while inside of a transaction scope.
ExitCode,2147803185,ExitCode_2147803185,The component made a call to EnterTransactionScope but did not make a corresponding call to ExitTransactionScope before returning.
ExitCode,2147942400,ExitCode_2147942400,The operation completed successfully.
ExitCode,2147942401,ExitCode_2147942401,Incorrect function.
ExitCode,2147942402,ExitCode_2147942402,The file you specified could not be found. This may be because it is not signed.
ExitCode,2147942403,ExitCode_2147942403,The system cannot find the path specified.
ExitCode,2147942404,ExitCode_2147942404,The system cannot open the file.
ExitCode,2147942405,ExitCode_2147942405,Access is denied.
ExitCode,2147942406,ExitCode_2147942406,The handle is invalid.
ExitCode,2147942407,ExitCode_2147942407,The storage control blocks were destroyed.
ExitCode,2147942408,ExitCode_2147942408,Not enough storage is available to process this command.
ExitCode,2147942409,ExitCode_2147942409,The storage control block address is invalid.
ExitCode,2147942410,ExitCode_2147942410,The environment is incorrect.
ExitCode,2147942411,ExitCode_2147942411,An attempt was made to load a program with an incorrect format.
ExitCode,2147942412,ExitCode_2147942412,The access code is invalid.
ExitCode,2147942413,ExitCode_2147942413,The data is invalid.
ExitCode,2147942414,ExitCode_2147942414,Not enough storage is available to complete this operation.
ExitCode,2147942415,ExitCode_2147942415,The system cannot find the drive specified.
ExitCode,2147942416,ExitCode_2147942416,The directory cannot be removed.
ExitCode,2147942417,ExitCode_2147942417,The system cannot move the file to a different disk drive.
ExitCode,2147942418,ExitCode_2147942418,There are no more files.
ExitCode,2147942419,ExitCode_2147942419,The media is write protected.
ExitCode,2147942420,ExitCode_2147942420,The system cannot find the device specified.
ExitCode,2147942421,ExitCode_2147942421,The device is not ready.
ExitCode,2147942422,ExitCode_2147942422,The device does not recognize the command.
ExitCode,2147942423,ExitCode_2147942423,Data error (cyclic redundancy check).
ExitCode,2147942424,ExitCode_2147942424,The program issued a command but the command length is incorrect.
ExitCode,2147942425,ExitCode_2147942425,The drive cannot locate a specific area or track on the disk.
ExitCode,2147942426,ExitCode_2147942426,The specified disk or diskette cannot be accessed.
ExitCode,2147942427,ExitCode_2147942427,The drive cannot find the sector requested.
ExitCode,2147942428,ExitCode_2147942428,The printer is out of paper.
ExitCode,2147942429,ExitCode_2147942429,The system cannot write to the specified device.
ExitCode,2147942430,ExitCode_2147942430,The system cannot read from the specified device.
ExitCode,2147942431,ExitCode_2147942431,A device attached to the system is not functioning.
ExitCode,2147942432,ExitCode_2147942432,The process cannot access the file because it is being used by another process.
ExitCode,2147942433,ExitCode_2147942433,The process cannot access the file because another process has locked a portion of the file.
ExitCode,2147942434,ExitCode_2147942434,The wrong diskette is in the drive. Insert %2 (Volume Serial Number: %3) into drive %1.
ExitCode,2147942436,ExitCode_2147942436,Too many files opened for sharing.
ExitCode,2147942438,ExitCode_2147942438,Reached the end of the file.
ExitCode,2147942439,ExitCode_2147942439,The disk is full.
ExitCode,2147942450,ExitCode_2147942450,The request is not supported.
ExitCode,2147942451,ExitCode_2147942451,Windows cannot find the network path. Verify that the network path is correct and the destination computer is not busy or turned off. If Windows still cannot find the network path contact your network administrator.
ExitCode,2147942452,ExitCode_2147942452,You were not connected because a duplicate name exists on the network. If joining a domain go to System in Control Panel to change the computer name and try again. If joining a workgroup choose another workgroup name.
ExitCode,2147942453,ExitCode_2147942453,The network path was not found.
ExitCode,2147942454,ExitCode_2147942454,The network is busy.
ExitCode,2147942455,ExitCode_2147942455,The specified network resource or device is no longer available.
ExitCode,2147942456,ExitCode_2147942456,The network BIOS command limit has been reached.
ExitCode,2147942457,ExitCode_2147942457,A network adapter hardware error occurred.
ExitCode,2147942458,ExitCode_2147942458,The specified server cannot perform the requested operation.
ExitCode,2147942459,ExitCode_2147942459,An unexpected network error occurred.
ExitCode,2147942460,ExitCode_2147942460,The remote adapter is not compatible.
ExitCode,2147942461,ExitCode_2147942461,The printer queue is full.
ExitCode,2147942462,ExitCode_2147942462,Space to store the file waiting to be printed is not available on the server.
ExitCode,2147942463,ExitCode_2147942463,Your file waiting to be printed was deleted.
ExitCode,2147942464,ExitCode_2147942464,The specified network name is no longer available.
ExitCode,2147942465,ExitCode_2147942465,Network access is denied.
ExitCode,2147942466,ExitCode_2147942466,The network resource type is not correct.
ExitCode,2147942467,ExitCode_2147942467,The network name cannot be found.
ExitCode,2147942468,ExitCode_2147942468,The name limit for the local computer network adapter card was exceeded.
ExitCode,2147942469,ExitCode_2147942469,The network BIOS session limit was exceeded.
ExitCode,2147942470,ExitCode_2147942470,The remote server has been paused or is in the process of being started.
ExitCode,2147942471,ExitCode_2147942471,No more connections can be made to this remote computer at this time because there are already as many connections as the computer can accept.
ExitCode,2147942472,ExitCode_2147942472,The specified printer or disk device has been paused.
ExitCode,2147942480,ExitCode_2147942480,The file exists.
ExitCode,2147942482,ExitCode_2147942482,The directory or file cannot be created.
ExitCode,2147942483,ExitCode_2147942483,Fail on INT 24.
ExitCode,2147942484,ExitCode_2147942484,Storage to process this request is not available.
ExitCode,2147942485,ExitCode_2147942485,The local device name is already in use.
ExitCode,2147942486,ExitCode_2147942486,The specified network password is not correct.
ExitCode,2147942487,ExitCode_2147942487,The parameter is incorrect.
ExitCode,2147942488,ExitCode_2147942488,A write fault occurred on the network.
ExitCode,2147942489,ExitCode_2147942489,The system cannot start another process at this time.
ExitCode,2147942500,ExitCode_2147942500,Cannot create another system semaphore.
ExitCode,2147942501,ExitCode_2147942501,The exclusive semaphore is owned by another process.
ExitCode,2147942502,ExitCode_2147942502,The semaphore is set and cannot be closed.
ExitCode,2147942503,ExitCode_2147942503,The semaphore cannot be set again.
ExitCode,2147942504,ExitCode_2147942504,Cannot request exclusive semaphores at interrupt time.
ExitCode,2147942505,ExitCode_2147942505,The previous ownership of this semaphore has ended.
ExitCode,2147942506,ExitCode_2147942506,Insert the diskette for drive %1.
ExitCode,2147942507,ExitCode_2147942507,The program stopped because an alternate diskette was not inserted.
ExitCode,2147942508,ExitCode_2147942508,The disk is in use or locked by another process.
ExitCode,2147942509,ExitCode_2147942509,The pipe has been ended.
ExitCode,2147942510,ExitCode_2147942510,The system cannot open the device or file specified.
ExitCode,2147942511,ExitCode_2147942511,The file name is too long.
ExitCode,2147942512,ExitCode_2147942512,There is not enough space on the disk.
ExitCode,2147942513,ExitCode_2147942513,No more internal file identifiers available.
ExitCode,2147942514,ExitCode_2147942514,The target internal file identifier is incorrect.
ExitCode,2147942517,ExitCode_2147942517,The IOCTL call made by the application program is not correct.
ExitCode,2147942518,ExitCode_2147942518,The verify-on-write switch parameter value is not correct.
ExitCode,2147942519,ExitCode_2147942519,The system does not support the command requested.
ExitCode,2147942520,ExitCode_2147942520,This function is not supported on this system.
ExitCode,2147942521,ExitCode_2147942521,The semaphore timeout period has expired.
ExitCode,2147942522,ExitCode_2147942522,The data area passed to a system call is too small.
ExitCode,2147942523,ExitCode_2147942523,The filename directory name or volume label syntax is incorrect.
ExitCode,2147942524,ExitCode_2147942524,The system call level is not correct.
ExitCode,2147942525,ExitCode_2147942525,The disk has no volume label.
ExitCode,2147942526,ExitCode_2147942526,The specified module could not be found.
ExitCode,2147942527,ExitCode_2147942527,The specified procedure could not be found.
ExitCode,2147942528,ExitCode_2147942528,There are no child processes to wait for.
ExitCode,2147942529,ExitCode_2147942529,The %1 application cannot be run in Win32 mode.
ExitCode,2147942530,ExitCode_2147942530,Attempt to use a file handle to an open disk partition for an operation other than raw disk I/O.
ExitCode,2147942531,ExitCode_2147942531,An attempt was made to move the file pointer before the beginning of the file.
ExitCode,2147942532,ExitCode_2147942532,The file pointer cannot be set on the specified device or file.
ExitCode,2147942533,ExitCode_2147942533,A JOIN or SUBST command cannot be used for a drive that contains previously joined drives.
ExitCode,2147942534,ExitCode_2147942534,An attempt was made to use a JOIN or SUBST command on a drive that has already been joined.
ExitCode,2147942535,ExitCode_2147942535,An attempt was made to use a JOIN or SUBST command on a drive that has already been substituted.
ExitCode,2147942536,ExitCode_2147942536,The system tried to delete the JOIN of a drive that is not joined.
ExitCode,2147942537,ExitCode_2147942537,The system tried to delete the substitution of a drive that is not substituted.
ExitCode,2147942538,ExitCode_2147942538,The system tried to join a drive to a directory on a joined drive.
ExitCode,2147942539,ExitCode_2147942539,The system tried to substitute a drive to a directory on a substituted drive.
ExitCode,2147942540,ExitCode_2147942540,The system tried to join a drive to a directory on a substituted drive.
ExitCode,2147942541,ExitCode_2147942541,The system tried to SUBST a drive to a directory on a joined drive.
ExitCode,2147942542,ExitCode_2147942542,The system cannot perform a JOIN or SUBST at this time.
ExitCode,2147942543,ExitCode_2147942543,The system cannot join or substitute a drive to or for a directory on the same drive.
ExitCode,2147942544,ExitCode_2147942544,The directory is not a subdirectory of the root directory.
ExitCode,2147942545,ExitCode_2147942545,The directory is not empty.
ExitCode,2147942546,ExitCode_2147942546,The path specified is being used in a substitute.
ExitCode,2147942547,ExitCode_2147942547,Not enough resources are available to process this command.
ExitCode,2147942548,ExitCode_2147942548,The path specified cannot be used at this time.
ExitCode,2147942549,ExitCode_2147942549,An attempt was made to join or substitute a drive for which a directory on the drive is the target of a previous substitute.
ExitCode,2147942550,ExitCode_2147942550,System trace information was not specified in your CONFIG.SYS file or tracing is disallowed.
ExitCode,2147942551,ExitCode_2147942551,The number of specified semaphore events for DosMuxSemWait is not correct.
ExitCode,2147942552,ExitCode_2147942552,DosMuxSemWait did not execute; too many semaphores are already set.
ExitCode,2147942553,ExitCode_2147942553,The DosMuxSemWait list is not correct.
ExitCode,2147942554,ExitCode_2147942554,The volume label you entered exceeds the label character limit of the target file system.
ExitCode,2147942555,ExitCode_2147942555,Cannot create another thread.
ExitCode,2147942556,ExitCode_2147942556,The recipient process has refused the signal.
ExitCode,2147942557,ExitCode_2147942557,The segment is already discarded and cannot be locked.
ExitCode,2147942558,ExitCode_2147942558,The segment is already unlocked.
ExitCode,2147942559,ExitCode_2147942559,The address for the thread ID is not correct.
ExitCode,2147942560,ExitCode_2147942560,One or more arguments are not correct.
ExitCode,2147942561,ExitCode_2147942561,The specified path is invalid.
ExitCode,2147942562,ExitCode_2147942562,A signal is already pending.
ExitCode,2147942564,ExitCode_2147942564,No more threads can be created in the system.
ExitCode,2147942567,ExitCode_2147942567,Unable to lock a region of a file.
ExitCode,2147942570,ExitCode_2147942570,The requested resource is in use.
ExitCode,2147942571,ExitCode_2147942571,Device's command support detection is in progress.
ExitCode,2147942573,ExitCode_2147942573,A lock request was not outstanding for the supplied cancel region.
ExitCode,2147942574,ExitCode_2147942574,The file system does not support atomic changes to the lock type.
ExitCode,2147942580,ExitCode_2147942580,The system detected a segment number that was not correct.
ExitCode,2147942582,ExitCode_2147942582,The operating system cannot run %1.
ExitCode,2147942583,ExitCode_2147942583,Cannot create a file when that file already exists.
ExitCode,2147942586,ExitCode_2147942586,The flag passed is not correct.
ExitCode,2147942587,ExitCode_2147942587,The specified system semaphore name was not found.
ExitCode,2147942588,ExitCode_2147942588,The operating system cannot run %1.
ExitCode,2147942589,ExitCode_2147942589,The operating system cannot run %1.
ExitCode,2147942590,ExitCode_2147942590,The operating system cannot run %1.
ExitCode,2147942591,ExitCode_2147942591,Cannot run %1 in Win32 mode.
ExitCode,2147942592,ExitCode_2147942592,The operating system cannot run %1.
ExitCode,2147942593,ExitCode_2147942593,%1 is not a valid Win32 application.
ExitCode,2147942594,ExitCode_2147942594,The operating system cannot run %1.
ExitCode,2147942595,ExitCode_2147942595,The operating system cannot run %1.
ExitCode,2147942596,ExitCode_2147942596,The operating system cannot run this application program.
ExitCode,2147942597,ExitCode_2147942597,The operating system is not presently configured to run this application.
ExitCode,2147942598,ExitCode_2147942598,The operating system cannot run %1.
ExitCode,2147942599,ExitCode_2147942599,The operating system cannot run this application program.
ExitCode,2147942600,ExitCode_2147942600,The code segment cannot be greater than or equal to 64K.
ExitCode,2147942601,ExitCode_2147942601,The operating system cannot run %1.
ExitCode,2147942602,ExitCode_2147942602,The operating system cannot run %1.
ExitCode,2147942603,ExitCode_2147942603,The system could not find the environment option that was entered.
ExitCode,2147942605,ExitCode_2147942605,No process in the command subtree has a signal handler.
ExitCode,2147942606,ExitCode_2147942606,The filename or extension is too long.
ExitCode,2147942607,ExitCode_2147942607,The ring 2 stack is in use.
ExitCode,2147942608,ExitCode_2147942608,The global filename characters * or ? are entered incorrectly or too many global filename characters are specified.
ExitCode,2147942609,ExitCode_2147942609,The signal being posted is not correct.
ExitCode,2147942610,ExitCode_2147942610,The signal handler cannot be set.
ExitCode,2147942612,ExitCode_2147942612,The segment is locked and cannot be reallocated.
ExitCode,2147942614,ExitCode_2147942614,Too many dynamic-link modules are attached to this program or dynamic-link module.
ExitCode,2147942615,ExitCode_2147942615,Cannot nest calls to LoadModule.
ExitCode,2147942616,ExitCode_2147942616,This version of %1 is not compatible with the version of Windows you're running. Check your computer's system information and then contact the software publisher.
ExitCode,2147942617,ExitCode_2147942617,The image file %1 is signed unable to modify.
ExitCode,2147942618,ExitCode_2147942618,The image file %1 is strong signed unable to modify.
ExitCode,2147942620,ExitCode_2147942620,This file is checked out or locked for editing by another user.
ExitCode,2147942621,ExitCode_2147942621,The file must be checked out before saving changes.
ExitCode,2147942622,ExitCode_2147942622,The file type being saved or retrieved has been blocked.
ExitCode,2147942623,ExitCode_2147942623,The file size exceeds the limit allowed and cannot be saved.
ExitCode,2147942624,ExitCode_2147942624,Access Denied. Before opening files in this location you must first add the web site to your trusted sites list browse to the web site and select the option to login automatically.
ExitCode,2147942625,ExitCode_2147942625,Operation did not complete successfully because the file contains a virus or potentially unwanted software.
ExitCode,2147942626,ExitCode_2147942626,This file contains a virus or potentially unwanted software and cannot be opened. Due to the nature of this virus or potentially unwanted software the file has been removed from this location.
ExitCode,2147942629,ExitCode_2147942629,The pipe is local.
ExitCode,2147942630,ExitCode_2147942630,The pipe state is invalid.
ExitCode,2147942631,ExitCode_2147942631,All pipe instances are busy.
ExitCode,2147942632,ExitCode_2147942632,The pipe is being closed.
ExitCode,2147942633,ExitCode_2147942633,No process is on the other end of the pipe.
ExitCode,2147942634,ExitCode_2147942634,More data is available.
ExitCode,2147942640,ExitCode_2147942640,The session was canceled.
ExitCode,2147942654,ExitCode_2147942654,The specified extended attribute name was invalid.
ExitCode,2147942655,ExitCode_2147942655,The extended attributes are inconsistent.
ExitCode,2147942658,ExitCode_2147942658,The wait operation timed out.
ExitCode,2147942659,ExitCode_2147942659,No more data is available.
ExitCode,2147942666,ExitCode_2147942666,The copy functions cannot be used.
ExitCode,2147942667,ExitCode_2147942667,The directory name is invalid.
ExitCode,2147942675,ExitCode_2147942675,The extended attributes did not fit in the buffer.
ExitCode,2147942676,ExitCode_2147942676,The extended attribute file on the mounted file system is corrupt.
ExitCode,2147942677,ExitCode_2147942677,The extended attribute table file is full.
ExitCode,2147942678,ExitCode_2147942678,The specified extended attribute handle is invalid.
ExitCode,2147942682,ExitCode_2147942682,The mounted file system does not support extended attributes.
ExitCode,2147942688,ExitCode_2147942688,Attempt to release mutex not owned by caller.
ExitCode,2147942698,ExitCode_2147942698,Too many posts were made to a semaphore.
ExitCode,2147942699,ExitCode_2147942699,Only part of a ReadProcessMemory or WriteProcessMemory request was completed.
ExitCode,2147942700,ExitCode_2147942700,The oplock request is denied.
ExitCode,2147942701,ExitCode_2147942701,An invalid oplock acknowledgment was received by the system.
ExitCode,2147942702,ExitCode_2147942702,The volume is too fragmented to complete this operation.
ExitCode,2147942703,ExitCode_2147942703,The file cannot be opened because it is in the process of being deleted.
ExitCode,2147942704,ExitCode_2147942704,Short name settings may not be changed on this volume due to the global registry setting.
ExitCode,2147942705,ExitCode_2147942705,Short names are not enabled on this volume.
ExitCode,2147942706,ExitCode_2147942706,The security stream for the given volume is in an inconsistent state. Please run CHKDSK on the volume.
ExitCode,2147942707,ExitCode_2147942707,A requested file lock operation cannot be processed due to an invalid byte range.
ExitCode,2147942708,ExitCode_2147942708,The subsystem needed to support the image type is not present.
ExitCode,2147942709,ExitCode_2147942709,The specified file already has a notification GUID associated with it.
ExitCode,2147942710,ExitCode_2147942710,An invalid exception handler routine has been detected.
ExitCode,2147942711,ExitCode_2147942711,Duplicate privileges were specified for the token.
ExitCode,2147942712,ExitCode_2147942712,No ranges for the specified operation were able to be processed.
ExitCode,2147942713,ExitCode_2147942713,Operation is not allowed on a file system internal file.
ExitCode,2147942714,ExitCode_2147942714,The physical resources of this disk have been exhausted.
ExitCode,2147942715,ExitCode_2147942715,The token representing the data is invalid.
ExitCode,2147942716,ExitCode_2147942716,The device does not support the command feature.
ExitCode,2147942717,ExitCode_2147942717,The system cannot find message text for message number 0x%1 in the message file for %2.
ExitCode,2147942718,ExitCode_2147942718,The scope specified was not found.
ExitCode,2147942719,ExitCode_2147942719,The Central Access Policy specified is not defined on the target machine.
ExitCode,2147942720,ExitCode_2147942720,The Central Access Policy obtained from Active Directory is invalid.
ExitCode,2147942721,ExitCode_2147942721,The device is unreachable.
ExitCode,2147942722,ExitCode_2147942722,The target device has insufficient resources to complete the operation.
ExitCode,2147942723,ExitCode_2147942723,A data integrity checksum error occurred. Data in the file stream is corrupt.
ExitCode,2147942724,ExitCode_2147942724,An attempt was made to modify both a KERNEL and normal Extended Attribute (EA) in the same operation.
ExitCode,2147942726,ExitCode_2147942726,Device does not support file-level TRIM.
ExitCode,2147942727,ExitCode_2147942727,The command specified a data offset that does not align to the device's granularity/alignment.
ExitCode,2147942728,ExitCode_2147942728,The command specified an invalid field in its parameter list.
ExitCode,2147942729,ExitCode_2147942729,An operation is currently in progress with the device.
ExitCode,2147942730,ExitCode_2147942730,An attempt was made to send down the command via an invalid path to the target device.
ExitCode,2147942731,ExitCode_2147942731,The command specified a number of descriptors that exceeded the maximum supported by the device.
ExitCode,2147942732,ExitCode_2147942732,Scrub is disabled on the specified file.
ExitCode,2147942733,ExitCode_2147942733,The storage device does not provide redundancy.
ExitCode,2147942734,ExitCode_2147942734,An operation is not supported on a resident file.
ExitCode,2147942735,ExitCode_2147942735,An operation is not supported on a compressed file.
ExitCode,2147942736,ExitCode_2147942736,An operation is not supported on a directory.
ExitCode,2147942737,ExitCode_2147942737,The specified copy of the requested data could not be read.
ExitCode,2147942738,ExitCode_2147942738,The specified data could not be written to any of the copies.
ExitCode,2147942739,ExitCode_2147942739,One or more copies of data on this device may be out of sync. No writes may be performed until a data integrity scan is completed.
ExitCode,2147942740,ExitCode_2147942740,The supplied kernel information version is invalid.
ExitCode,2147942741,ExitCode_2147942741,The supplied PEP information version is invalid.
ExitCode,2147942742,ExitCode_2147942742,This object is not externally backed by any provider.
ExitCode,2147942743,ExitCode_2147942743,The external backing provider is not recognized.
ExitCode,2147942750,ExitCode_2147942750,No action was taken as a system reboot is required.
